Session;170710_1310;6;masterfile;Period;AuditRate;TaxRate;Period;Subject;Sujeto;Group;Grupo;Profit;nCorrectRET;ProfitRET;Declared;Deduction;TotalDeduction;Cheat;Type;Audited;Fine;DeductionsGroup;ReceivedFromGroup;TaxRateProposed;nCorrectSum;GroupDG;ProfitDG;ProposerDG;OfferDG;age_subject;gender;Trust;Ideology;Income;PublicTransport;Taxes;jDrivingFast;MoneyFound;Lying;AccidentalDamage;Litter;DrivingAlcohol;JobApplication;BuyingStolen;ProfitRiskAv;dec1;dec2;jdec3;dec4;dec5;dec6;dec7;dec8;dec9;dec10;HLJump;SafeChoices;init_pred;avg_pred;realdie;digitaldie;digitaldielie;lastroll
1;170710_1310;6;masterfile;6;0;10;6;6;6;2;-1;1207.5;8;1200;0;0;0;1;-1;0;0;30;7.5;-1;8;6;400;0;0;24;1;0;2;11;2;2;2;3;3;2;2;1;3;3;2;0;0;0;0;0;0;1;1;1;1;7;6;3;3.666666667;4;3;0;3
1;170710_1310;6;masterfile;6;0;10;6;7;7;4;-1;1665;11;1650;1050;105;105;1;-1;0;0;480;120;-1;11;3;500;1;500;23;0;1;1;5;2;1;3;3;3;2;2;1;2;2;0.1;0;0;0;0;0;1;1;1;1;1;6;5;2;1.666666667;1;1;0;1
1;170710_1310;6;masterfile;6;0;10;6;8;8;2;-1;1477.5;10;1500;300;30;30;1;-1;0;0;30;7.5;-1;10;1;500;1;500;22;0;1;1;89;2;2;2;3;3;3;2;1;2;3;0.1;0;0;0;0;0;0;0;0;1;1;9;8;2;2;3;3;0;3
1;170710_1310;6;masterfile;6;0;10;6;9;9;3;-1;1248.75;8;1200;200;20;20;1;-1;0;0;275;68.75;-1;8;7;500;0;300;24;0;1;1;1;2;1;1;3;1;1;1;1;1;1;2;0;0;0;0;0;0;1;1;1;1;7;6;2;2.666666667;1;6;0;6
1;170710_1310;6;masterfile;6;0;10;6;10;10;1;-1;2257.5;15;2250;0;0;0;1;-1;0;0;30;7.5;-1;15;7;500;1;500;20;1;0;2;1;2;1;2;4;3;1;1;2;2;2;1.6;0;0;0;0;1;1;1;1;1;1;5;4;2;2;5;4;0;4
1;170710_1310;6;masterfile;6;0;10;6;11;11;4;-1;1740;12;1800;1800;180;180;0;-1;0;0;480;120;-1;12;5;100;0;500;28;1;0;0;4;1;1;1;3;3;1;1;1;1;1;0.1;0;0;0;0;1;1;1;1;1;1;5;4;2;2.333333333;6;5;1;5
1;170710_1310;6;masterfile;6;0;10;6;12;12;2;-1;1357.5;9;1350;0;0;0;1;-1;0;0;30;7.5;-1;9;4;600;1;400;19;0;0;5;88;3;1;3;3;1;2;1;1;2;3;3.85;1;1;1;1;1;1;1;1;1;1;1;0;1;3;2;2;0;2
1;170710_1310;6;masterfile;6;0;10;6;13;13;4;-1;1335;9;1350;1350;135;135;0;-1;0;0;480;120;-1;9;8;100;0;400;22;0;0;1;89;3;1;2;3;2;1;1;2;2;2;2;0;0;0;0;1;0;1;1;1;1;5;5;3;2.666666667;2;5;1;5
1;170710_1310;6;masterfile;6;0;10;6;14;14;3;-1;2168.75;14;2100;0;0;0;1;-1;0;0;275;68.75;-1;14;8;900;1;100;21;0;0;4;89;2;1;2;3;1;2;2;1;1;1;2;0;0;0;0;0;0;0;0;0;1;10;9;2;1.666666667;5;6;0;6
1;170710_1310;6;masterfile;6;0;10;6;15;15;1;-1;2107.5;14;2100;0;0;0;1;-1;0;0;30;7.5;-1;14;3;500;0;300;19;1;0;4;3;1;1;3;1;1;1;1;1;1;1;1.6;0;0;0;0;1;1;1;1;1;1;5;4;1;1.333333333;3;1;0;1
1;170710_1310;6;masterfile;6;0;10;6;16;16;3;-1;608.75;4;600;600;60;60;0;-1;0;0;275;68.75;-1;4;4;400;0;500;20;0;0;2;2;3;1;2;3;3;2;1;1;1;1;1.6;0;0;0;0;0;0;0;1;1;1;8;7;4;4;5;2;0;2
1;170710_1310;6;masterfile;7;0;10;7;1;1;2;-1;2307.5;15;2250;0;0;0;1;-1;0;0;230;57.5;-1;15;5;900;1;100;24;1;0;2;89;1;1;3;3;3;2;1;1;1;2;1.6;0;0;0;0;0;0;1;1;1;1;7;6;2;2.666666667;1;2;0;5
1;170710_1310;6;masterfile;7;0;10;7;2;2;2;-1;2007.5;13;1950;0;0;0;1;-1;0;0;230;57.5;-1;13;6;600;1;400;25;0;1;1;4;3;1;3;3;3;1;1;1;1;1;0.1;0;0;0;0;0;0;1;1;1;1;7;6;4;3.666666667;1;3;0;3
1;170710_1310;6;masterfile;7;0;10;7;3;3;4;-1;982.5;7;1050;900;90;90;1;-1;0;0;90;22.5;-1;7;2;600;1;400;22;0;0;2;3;2;1;2;3;2;1;1;1;1;2;2;0;0;0;0;0;1;1;1;1;1;6;5;3;3.333333333;3;6;0;6
1;170710_1310;6;masterfile;7;0;10;7;4;4;1;-1;1713.5;12;1800;1800;180;180;0;-1;0;0;374;93.5;-1;12;1;500;0;500;29;0;1;1;3;3;1;1;3;2;1;1;1;1;1;1.6;0;0;0;0;0;0;0;1;1;1;8;7;2;2.666666667;6;4;0;4
1;170710_1310;6;masterfile;7;0;10;7;5;5;3;-1;917.5;6;900;400;40;40;1;-1;0;0;230;57.5;-1;6;2;400;0;500;21;0;1;1;14;3;2;3;3;3;2;1;1;2;2;1.6;0;0;0;0;1;0;0;0;1;1;5;7;4;4;6;3;0;3
1;170710_1310;6;masterfile;7;0;10;7;6;6;1;-1;1443.5;9;1350;0;0;0;1;-1;0;0;374;93.5;-1;9;6;400;0;0;24;1;0;2;11;2;2;2;3;3;2;2;1;3;3;2;0;0;0;0;0;0;1;1;1;1;7;6;3;3.666666667;4;3;0;3
1;170710_1310;6;masterfile;7;0;10;7;7;7;3;-1;1587.5;11;1650;1200;120;120;1;-1;0;0;230;57.5;-1;11;3;500;1;500;23;0;1;1;5;2;1;3;3;3;2;2;1;2;2;0.1;0;0;0;0;0;1;1;1;1;1;6;5;2;1.666666667;1;1;0;1
1;170710_1310;6;masterfile;7;0;10;7;8;8;2;-1;1677.5;11;1650;300;30;30;1;-1;0;0;230;57.5;-1;11;1;500;1;500;22;0;1;1;89;2;2;2;3;3;3;2;1;2;3;0.1;0;0;0;0;0;0;0;0;1;1;9;8;2;2;3;3;0;3
1;170710_1310;6;masterfile;7;0;10;7;9;9;3;-1;1037.5;7;1050;700;70;70;1;-1;0;0;230;57.5;-1;7;7;500;0;300;24;0;1;1;1;2;1;1;3;1;1;1;1;1;1;2;0;0;0;0;0;0;1;1;1;1;7;6;2;2.666666667;1;6;0;6
1;170710_1310;6;masterfile;7;0;10;7;10;10;4;-1;2272.5;15;2250;0;0;0;1;-1;0;0;90;22.5;-1;15;7;500;1;500;20;1;0;2;1;2;1;2;4;3;1;1;2;2;2;1.6;0;0;0;0;1;1;1;1;1;1;5;4;2;2;5;4;0;4
1;170710_1310;6;masterfile;7;0;10;7;11;11;2;-1;1957.5;14;2100;2000;200;200;1;-1;0;0;230;57.5;-1;14;5;100;0;500;28;1;0;0;4;1;1;1;3;3;1;1;1;1;1;0.1;0;0;0;0;1;1;1;1;1;1;5;4;2;2.333333333;6;5;1;5
1;170710_1310;6;masterfile;7;0;10;7;12;12;4;-1;1522.5;10;1500;0;0;0;1;-1;0;0;90;22.5;-1;10;4;600;1;400;19;0;0;5;88;3;1;3;3;1;2;1;1;2;3;3.85;1;1;1;1;1;1;1;1;1;1;1;0;1;3;2;2;0;2
1;170710_1310;6;masterfile;7;0;10;7;13;13;1;-1;1173.5;8;1200;1200;120;120;0;-1;0;0;374;93.5;-1;8;8;100;0;400;22;0;0;1;89;3;1;2;3;2;1;1;2;2;2;2;0;0;0;0;1;0;1;1;1;1;5;5;3;2.666666667;2;5;1;5
1;170710_1310;6;masterfile;7;0;10;7;14;14;3;-1;2457.5;16;2400;0;0;0;1;-1;0;0;230;57.5;-1;16;8;900;1;100;21;0;0;4;89;2;1;2;3;1;2;2;1;1;1;2;0;0;0;0;0;0;0;0;0;1;10;9;2;1.666666667;5;6;0;6
1;170710_1310;6;masterfile;7;0;10;7;15;15;4;-1;2272.5;15;2250;0;0;0;1;-1;0;0;90;22.5;-1;15;3;500;0;300;19;1;0;4;3;1;1;3;1;1;1;1;1;1;1;1.6;0;0;0;0;1;1;1;1;1;1;5;4;1;1.333333333;3;1;0;1
1;170710_1310;6;masterfile;7;0;10;7;16;16;1;-1;769.5;5;750;740;74;74;1;-1;0;0;374;93.5;-1;5;4;400;0;500;20;0;0;2;2;3;1;2;3;3;2;1;1;1;1;1.6;0;0;0;0;0;0;0;1;1;1;8;7;4;4;5;2;0;2
1;170710_1310;6;masterfile;8;0;10;8;1;1;4;-1;1995;13;1950;0;0;0;1;-1;0;0;180;45;-1;13;5;900;1;100;24;1;0;2;89;1;1;3;3;3;2;1;1;1;2;1.6;0;0;0;0;0;0;1;1;1;1;7;6;2;2.666666667;1;2;0;5
1;170710_1310;6;masterfile;8;0;10;8;2;2;2;-1;1290;8;1200;0;0;0;1;-1;0;0;360;90;-1;8;6;600;1;400;25;0;1;1;4;3;1;3;3;3;1;1;1;1;1;0.1;0;0;0;0;0;0;1;1;1;1;7;6;4;3.666666667;1;3;0;3
1;170710_1310;6;masterfile;8;0;10;8;3;3;2;-1;1395;9;1350;450;45;45;1;-1;0;0;360;90;-1;9;2;600;1;400;22;0;0;2;3;2;1;2;3;2;1;1;1;1;2;2;0;0;0;0;0;1;1;1;1;1;6;5;3;3.333333333;3;6;0;6
1;170710_1310;6;masterfile;8;0;10;8;4;4;2;-1;1980;14;2100;2100;210;210;0;-1;0;0;360;90;-1;14;1;500;0;500;29;0;1;1;3;3;1;1;3;2;1;1;1;1;1;1.6;0;0;0;0;0;0;0;1;1;1;8;7;2;2.666666667;6;4;0;4
1;170710_1310;6;masterfile;8;0;10;8;5;5;3;-1;873.75;6;900;400;40;40;1;-1;0;0;55;13.75;-1;6;2;400;0;500;21;0;1;1;14;3;2;3;3;3;2;1;1;2;2;1.6;0;0;0;0;1;0;0;0;1;1;5;7;4;4;6;3;0;3
1;170710_1310;6;masterfile;8;0;10;8;6;6;3;-1;763.75;5;750;0;0;0;1;-1;0;0;55;13.75;-1;5;6;400;0;0;24;1;0;2;11;2;2;2;3;3;2;2;1;3;3;2;0;0;0;0;0;0;1;1;1;1;7;6;3;3.666666667;4;3;0;3
1;170710_1310;6;masterfile;8;0;10;8;7;7;3;-1;1948.75;13;1950;150;15;15;1;-1;0;0;55;13.75;-1;13;3;500;1;500;23;0;1;1;5;2;1;3;3;3;2;2;1;2;2;0.1;0;0;0;0;0;1;1;1;1;1;6;5;2;1.666666667;1;1;0;1
1;170710_1310;6;masterfile;8;0;10;8;8;8;1;-1;1502.5;10;1500;300;30;30;1;-1;0;0;130;32.5;-1;10;1;500;1;500;22;0;1;1;89;2;2;2;3;3;3;2;1;2;3;0.1;0;0;0;0;0;0;0;0;1;1;9;8;2;2;3;3;0;3
1;170710_1310;6;masterfile;8;0;10;8;9;9;1;-1;1072.5;7;1050;100;10;10;1;-1;0;0;130;32.5;-1;7;7;500;0;300;24;0;1;1;1;2;1;1;3;1;1;1;1;1;1;2;0;0;0;0;0;0;1;1;1;1;7;6;2;2.666666667;1;6;0;6
1;170710_1310;6;masterfile;8;0;10;8;10;10;3;-1;1663.75;11;1650;0;0;0;1;-1;0;0;55;13.75;-1;11;7;500;1;500;20;1;0;2;1;2;1;2;4;3;1;1;2;2;2;1.6;0;0;0;0;1;1;1;1;1;1;5;4;2;2;5;4;0;4
1;170710_1310;6;masterfile;8;0;10;8;11;11;4;-1;1665;12;1800;1800;180;180;0;-1;0;0;180;45;-1;12;5;100;0;500;28;1;0;0;4;1;1;1;3;3;1;1;1;1;1;0.1;0;0;0;0;1;1;1;1;1;1;5;4;2;2.333333333;6;5;1;5
1;170710_1310;6;masterfile;8;0;10;8;12;12;1;-1;1532.5;10;1500;0;0;0;1;-1;0;0;130;32.5;-1;10;4;600;1;400;19;0;0;5;88;3;1;3;3;1;2;1;1;2;3;3.85;1;1;1;1;1;1;1;1;1;1;1;0;1;3;2;2;0;2
1;170710_1310;6;masterfile;8;0;10;8;13;13;2;-1;1035;7;1050;1050;105;105;0;-1;0;0;360;90;-1;7;8;100;0;400;22;0;0;1;89;3;1;2;3;2;1;1;2;2;2;2;0;0;0;0;1;0;1;1;1;1;5;5;3;2.666666667;2;5;1;5
1;170710_1310;6;masterfile;8;0;10;8;14;14;4;-1;1845;12;1800;0;0;0;1;-1;0;0;180;45;-1;12;8;900;1;100;21;0;0;4;89;2;1;2;3;1;2;2;1;1;1;2;0;0;0;0;0;0;0;0;0;1;10;9;2;1.666666667;5;6;0;6
1;170710_1310;6;masterfile;8;0;10;8;15;15;4;-1;2595;17;2550;0;0;0;1;-1;0;0;180;45;-1;17;3;500;0;300;19;1;0;4;3;1;1;3;1;1;1;1;1;1;1;1.6;0;0;0;0;1;1;1;1;1;1;5;4;1;1.333333333;3;1;0;1
1;170710_1310;6;masterfile;8;0;10;8;16;16;1;-1;842.5;6;900;900;90;90;0;-1;0;0;130;32.5;-1;6;4;400;0;500;20;0;0;2;2;3;1;2;3;3;2;1;1;1;1;1.6;0;0;0;0;0;0;0;1;1;1;8;7;4;4;5;2;0;2
1;170710_1310;6;masterfile;9;0;10;9;1;1;3;-1;1807.5;12;1800;0;0;0;1;-1;0;0;30;7.5;-1;12;5;900;1;100;24;1;0;2;89;1;1;3;3;3;2;1;1;1;2;1.6;0;0;0;0;0;0;1;1;1;1;7;6;2;2.666666667;1;2;0;5
1;170710_1310;6;masterfile;9;0;10;9;2;2;1;-1;1701.25;11;1650;0;0;0;1;-1;0;0;205;51.25;-1;11;6;600;1;400;25;0;1;1;4;3;1;3;3;3;1;1;1;1;1;0.1;0;0;0;0;0;0;1;1;1;1;7;6;4;3.666666667;1;3;0;3
1;170710_1310;6;masterfile;9;0;10;9;3;3;4;-1;1326.25;9;1350;450;45;45;1;-1;0;0;85;21.25;-1;9;2;600;1;400;22;0;0;2;3;2;1;2;3;2;1;1;1;1;2;2;0;0;0;0;0;1;1;1;1;1;6;5;3;3.333333333;3;6;0;6
1;170710_1310;6;masterfile;9;0;10;9;4;4;1;-1;1536.25;11;1650;1650;165;165;0;-1;0;0;205;51.25;-1;11;1;500;0;500;29;0;1;1;3;3;1;1;3;2;1;1;1;1;1;1.6;0;0;0;0;0;0;0;1;1;1;8;7;2;2.666666667;6;4;0;4
1;170710_1310;6;masterfile;9;0;10;9;5;5;1;-1;941.25;6;900;100;10;10;1;-1;0;0;205;51.25;-1;6;2;400;0;500;21;0;1;1;14;3;2;3;3;3;2;1;1;2;2;1.6;0;0;0;0;1;0;0;0;1;1;5;7;4;4;6;3;0;3
1;170710_1310;6;masterfile;9;0;10;9;6;6;3;-1;1207.5;8;1200;0;0;0;1;-1;0;0;30;7.5;-1;8;6;400;0;0;24;1;0;2;11;2;2;2;3;3;2;2;1;3;3;2;0;0;0;0;0;0;1;1;1;1;7;6;3;3.666666667;4;3;0;3
1;170710_1310;6;masterfile;9;0;10;9;7;7;4;-1;1641.25;11;1650;300;30;30;1;-1;0;0;85;21.25;-1;11;3;500;1;500;23;0;1;1;5;2;1;3;3;3;2;2;1;2;2;0.1;0;0;0;0;0;1;1;1;1;1;6;5;2;1.666666667;1;1;0;1
1;170710_1310;6;masterfile;9;0;10;9;8;8;3;-1;1477.5;10;1500;300;30;30;1;-1;0;0;30;7.5;-1;10;1;500;1;500;22;0;1;1;89;2;2;2;3;3;3;2;1;2;3;0.1;0;0;0;0;0;0;0;0;1;1;9;8;2;2;3;3;0;3
1;170710_1310;6;masterfile;9;0;10;9;9;9;4;-1;1061.25;7;1050;100;10;10;1;-1;0;0;85;21.25;-1;7;7;500;0;300;24;0;1;1;1;2;1;1;3;1;1;1;1;1;1;2;0;0;0;0;0;0;1;1;1;1;7;6;2;2.666666667;1;6;0;6
1;170710_1310;6;masterfile;9;0;10;9;10;10;3;-1;1957.5;13;1950;0;0;0;1;-1;0;0;30;7.5;-1;13;7;500;1;500;20;1;0;2;1;2;1;2;4;3;1;1;2;2;2;1.6;0;0;0;0;1;1;1;1;1;1;5;4;2;2;5;4;0;4
1;170710_1310;6;masterfile;9;0;10;9;11;11;2;-1;1980;14;2100;2100;210;210;0;-1;0;0;360;90;-1;14;5;100;0;500;28;1;0;0;4;1;1;1;3;3;1;1;1;1;1;0.1;0;0;0;0;1;1;1;1;1;1;5;4;2;2.333333333;6;5;1;5
1;170710_1310;6;masterfile;9;0;10;9;12;12;2;-1;1140;7;1050;0;0;0;1;-1;0;0;360;90;-1;7;4;600;1;400;19;0;0;5;88;3;1;3;3;1;2;1;1;2;3;3.85;1;1;1;1;1;1;1;1;1;1;1;0;1;3;2;2;0;2
1;170710_1310;6;masterfile;9;0;10;9;13;13;2;-1;1440;10;1500;1500;150;150;0;-1;0;0;360;90;-1;10;8;100;0;400;22;0;0;1;89;3;1;2;3;2;1;1;2;2;2;2;0;0;0;0;1;0;1;1;1;1;5;5;3;2.666666667;2;5;1;5
1;170710_1310;6;masterfile;9;0;10;9;14;14;4;-1;2121.25;14;2100;0;0;0;1;-1;0;0;85;21.25;-1;14;8;900;1;100;21;0;0;4;89;2;1;2;3;1;2;2;1;1;1;2;0;0;0;0;0;0;0;0;0;1;10;9;2;1.666666667;5;6;0;6
1;170710_1310;6;masterfile;9;0;10;9;15;15;2;-1;3090;20;3000;0;0;0;1;-1;0;0;360;90;-1;20;3;500;0;300;19;1;0;4;3;1;1;3;1;1;1;1;1;1;1;1.6;0;0;0;0;1;1;1;1;1;1;5;4;1;1.333333333;3;1;0;1
1;170710_1310;6;masterfile;9;0;10;9;16;16;1;-1;321.25;2;300;300;30;30;0;-1;0;0;205;51.25;-1;2;4;400;0;500;20;0;0;2;2;3;1;2;3;3;2;1;1;1;1;1.6;0;0;0;0;0;0;0;1;1;1;8;7;4;4;5;2;0;2
1;170710_1310;6;masterfile;10;0;10;10;1;1;4;-1;1708.75;11;1650;0;0;0;1;-1;0;0;235;58.75;-1;11;5;900;1;100;24;1;0;2;89;1;1;3;3;3;2;1;1;1;2;1.6;0;0;0;0;0;0;1;1;1;1;7;6;2;2.666666667;1;2;0;5
1;170710_1310;6;masterfile;10;0;10;10;2;2;1;-1;1662.5;11;1650;0;0;0;1;-1;0;0;50;12.5;-1;11;6;600;1;400;25;0;1;1;4;3;1;3;3;3;1;1;1;1;1;0.1;0;0;0;0;0;0;1;1;1;1;7;6;4;3.666666667;1;3;0;3
1;170710_1310;6;masterfile;10;0;10;10;3;3;3;-1;1477.5;10;1500;750;75;75;1;-1;0;0;210;52.5;-1;10;2;600;1;400;22;0;0;2;3;2;1;2;3;2;1;1;1;1;2;2;0;0;0;0;0;1;1;1;1;1;6;5;3;3.333333333;3;6;0;6
1;170710_1310;6;masterfile;10;0;10;10;4;4;4;-1;1813.75;13;1950;1950;195;195;0;-1;0;0;235;58.75;-1;13;1;500;0;500;29;0;1;1;3;3;1;1;3;2;1;1;1;1;1;1.6;0;0;0;0;0;0;0;1;1;1;8;7;2;2.666666667;6;4;0;4
1;170710_1310;6;masterfile;10;0;10;10;5;5;1;-1;1162.5;8;1200;500;50;50;1;-1;0;0;50;12.5;-1;8;2;400;0;500;21;0;1;1;14;3;2;3;3;3;2;1;1;2;2;1.6;0;0;0;0;1;0;0;0;1;1;5;7;4;4;6;3;0;3
1;170710_1310;6;masterfile;10;0;10;10;6;6;3;-1;1702.5;11;1650;0;0;0;1;-1;0;0;210;52.5;-1;11;6;400;0;0;24;1;0;2;11;2;2;2;3;3;2;2;1;3;3;2;0;0;0;0;0;0;1;1;1;1;7;6;3;3.666666667;4;3;0;3
1;170710_1310;6;masterfile;10;0;10;10;7;7;2;-1;1672.5;11;1650;600;60;60;1;-1;0;0;330;82.5;-1;11;3;500;1;500;23;0;1;1;5;2;1;3;3;3;2;2;1;2;2;0.1;0;0;0;0;0;1;1;1;1;1;6;5;2;1.666666667;1;1;0;1
1;170710_1310;6;masterfile;10;0;10;10;8;8;4;-1;1528.75;10;1500;300;30;30;1;-1;0;0;235;58.75;-1;10;1;500;1;500;22;0;1;1;89;2;2;2;3;3;3;2;1;2;3;0.1;0;0;0;0;0;0;0;0;1;1;9;8;2;2;3;3;0;3
1;170710_1310;6;masterfile;10;0;10;10;9;9;4;-1;948.75;6;900;100;10;10;1;-1;0;0;235;58.75;-1;6;7;500;0;300;24;0;1;1;1;2;1;1;3;1;1;1;1;1;1;2;0;0;0;0;0;0;1;1;1;1;7;6;2;2.666666667;1;6;0;6
1;170710_1310;6;masterfile;10;0;10;10;10;10;1;-1;1962.5;13;1950;0;0;0;1;-1;0;0;50;12.5;-1;13;7;500;1;500;20;1;0;2;1;2;1;2;4;3;1;1;2;2;2;1.6;0;0;0;0;1;1;1;1;1;1;5;4;2;2;5;4;0;4
1;170710_1310;6;masterfile;10;0;10;10;11;11;2;-1;1972.5;14;2100;2100;210;210;0;-1;0;0;330;82.5;-1;14;5;100;0;500;28;1;0;0;4;1;1;1;3;3;1;1;1;1;1;0.1;0;0;0;0;1;1;1;1;1;1;5;4;2;2.333333333;6;5;1;5
1;170710_1310;6;masterfile;10;0;10;10;12;12;1;-1;1062.5;7;1050;0;0;0;1;-1;0;0;50;12.5;-1;7;4;600;1;400;19;0;0;5;88;3;1;3;3;1;2;1;1;2;3;3.85;1;1;1;1;1;1;1;1;1;1;1;0;1;3;2;2;0;2
1;170710_1310;6;masterfile;10;0;10;10;13;13;3;-1;1267.5;9;1350;1350;135;135;0;-1;0;0;210;52.5;-1;9;8;100;0;400;22;0;0;1;89;3;1;2;3;2;1;1;2;2;2;2;0;0;0;0;1;0;1;1;1;1;5;5;3;2.666666667;2;5;1;5
1;170710_1310;6;masterfile;10;0;10;10;14;14;2;-1;2032.5;13;1950;0;0;0;1;-1;0;0;330;82.5;-1;13;8;900;1;100;21;0;0;4;89;2;1;2;3;1;2;2;1;1;1;2;0;0;0;0;0;0;0;0;0;1;10;9;2;1.666666667;5;6;0;6
1;170710_1310;6;masterfile;10;0;10;10;15;15;3;-1;2602.5;17;2550;0;0;0;1;-1;0;0;210;52.5;-1;17;3;500;0;300;19;1;0;4;3;1;1;3;1;1;1;1;1;1;1;1.6;0;0;0;0;1;1;1;1;1;1;5;4;1;1.333333333;3;1;0;1
1;170710_1310;6;masterfile;10;0;10;10;16;16;2;-1;622.5;4;600;600;60;60;0;-1;0;0;330;82.5;-1;4;4;400;0;500;20;0;0;2;2;3;1;2;3;3;2;1;1;1;1;1.6;0;0;0;0;0;0;0;1;1;1;8;7;4;4;5;2;0;2
1;170710_1310;6;masterfile;1;10;10;1;1;1;4;-1;1831.25;11;1650;0;0;0;1;-1;0;0;725;181.25;-1;11;5;900;1;100;24;1;0;2;89;1;1;3;3;3;2;1;1;1;2;1.6;0;0;0;0;0;0;1;1;1;1;7;6;3;2;1;2;0;5
1;170710_1310;6;masterfile;1;10;10;1;2;2;1;-1;1518.75;10;1500;150;15;15;1;-1;0;0;135;33.75;-1;10;6;600;1;400;25;0;1;1;4;3;1;3;3;3;1;1;1;1;1;0.1;0;0;0;0;0;0;1;1;1;1;7;6;4;3.333333333;1;3;0;3
1;170710_1310;6;masterfile;1;10;10;1;3;3;3;-1;1582.5;8;1200;600;60;60;1;-1;0;0;1770;442.5;-1;8;2;600;1;400;22;0;0;2;3;2;1;2;3;2;1;1;1;1;2;2;0;0;0;0;0;1;1;1;1;1;6;5;2;2.333333333;3;6;0;6
1;170710_1310;6;masterfile;1;10;10;1;4;4;4;-1;2206.25;15;2250;2250;225;225;0;-1;0;0;725;181.25;-1;15;1;500;0;500;29;0;1;1;3;3;1;1;3;2;1;1;1;1;1;1.6;0;0;0;0;0;0;0;1;1;1;8;7;3;3;6;4;0;4
1;170710_1310;6;masterfile;1;10;10;1;5;5;1;-1;1113.75;8;1200;1200;120;120;0;-1;0;0;135;33.75;-1;8;2;400;0;500;21;0;1;1;14;3;2;3;3;3;2;1;1;2;2;1.6;0;0;0;0;1;0;0;0;1;1;5;7;4;3.666666667;6;3;0;3
1;170710_1310;6;masterfile;1;10;10;1;6;6;3;-1;1792.5;9;1350;0;0;0;1;-1;0;0;1770;442.5;-1;9;6;400;0;0;24;1;0;2;11;2;2;2;3;3;2;2;1;3;3;2;0;0;0;0;0;0;1;1;1;1;7;6;3;3;4;3;0;3
1;170710_1310;6;masterfile;1;10;10;1;7;7;2;-1;1177.5;8;1200;900;90;90;1;-1;0;0;270;67.5;-1;8;3;500;1;500;23;0;1;1;5;2;1;3;3;3;2;2;1;2;2;0.1;0;0;0;0;0;1;1;1;1;1;6;5;2;2.666666667;1;1;0;1
1;170710_1310;6;masterfile;1;10;10;1;8;8;4;-1;1261.25;8;1200;1200;120;120;0;-1;0;0;725;181.25;-1;8;1;500;1;500;22;0;1;1;89;2;2;2;3;3;3;2;1;2;3;0.1;0;0;0;0;0;0;0;0;1;1;9;8;2;2.333333333;3;3;0;3
1;170710_1310;6;masterfile;1;10;10;1;9;9;4;-1;851.25;7;1050;500;50;380;1;-1;1;275;725;181.25;-1;7;7;500;0;300;24;0;1;1;1;2;1;1;3;1;1;1;1;1;1;2;0;0;0;0;0;0;1;1;1;1;7;6;3;3;1;6;0;6
1;170710_1310;6;masterfile;1;10;10;1;10;10;1;-1;2283.75;15;2250;0;0;0;1;-1;0;0;135;33.75;-1;15;7;500;1;500;20;1;0;2;1;2;1;2;4;3;1;1;2;2;2;1.6;0;0;0;0;1;1;1;1;1;1;5;4;1;1;5;4;0;4
1;170710_1310;6;masterfile;1;10;10;1;11;11;2;-1;1552.5;11;1650;1650;165;165;0;-1;0;0;270;67.5;-1;11;5;100;0;500;28;1;0;0;4;1;1;1;3;3;1;1;1;1;1;0.1;0;0;0;0;1;1;1;1;1;1;5;4;2;1.666666667;6;5;1;5
1;170710_1310;6;masterfile;1;10;10;1;12;12;1;-1;1083.75;7;1050;0;0;0;1;-1;0;0;135;33.75;-1;7;4;600;1;400;19;0;0;5;88;3;1;3;3;1;2;1;1;2;3;3.85;1;1;1;1;1;1;1;1;1;1;1;0;3;3.333333333;2;2;0;2
1;170710_1310;6;masterfile;1;10;10;1;13;13;3;-1;1252.5;6;900;900;90;90;0;-1;0;0;1770;442.5;-1;6;8;100;0;400;22;0;0;1;89;3;1;2;3;2;1;1;2;2;2;2;0;0;0;0;1;0;1;1;1;1;5;5;3;3;2;5;1;5
1;170710_1310;6;masterfile;1;10;10;1;14;14;2;-1;2767.5;18;2700;0;0;0;1;-1;0;0;270;67.5;-1;18;8;900;1;100;21;0;0;4;89;2;1;2;3;1;2;2;1;1;1;2;0;0;0;0;0;0;0;0;0;1;10;9;1;1.333333333;5;6;0;6
1;170710_1310;6;masterfile;1;10;10;1;15;15;3;-1;1522.5;18;2700;0;0;1620;1;-1;1;1350;1770;442.5;-1;18;3;500;0;300;19;1;0;4;3;1;1;3;1;1;1;1;1;1;1;1.6;0;0;0;0;1;1;1;1;1;1;5;4;1;1;3;1;0;1
1;170710_1310;6;masterfile;1;10;10;1;16;16;2;-1;202.5;1;150;150;15;15;0;-1;0;0;270;67.5;-1;1;4;400;0;500;20;0;0;2;2;3;1;2;3;3;2;1;1;1;1;1.6;0;0;0;0;0;0;0;1;1;1;8;7;4;4;5;2;0;2
1;170710_1310;6;masterfile;2;10;10;2;1;1;4;-1;1432.5;9;1350;0;0;0;1;-1;0;0;330;82.5;-1;9;5;900;1;100;24;1;0;2;89;1;1;3;3;3;2;1;1;1;2;1.6;0;0;0;0;0;0;1;1;1;1;7;6;3;2;1;2;0;5
